document_id,decision,first_submission_month,first_submitted_at,version_submitted_at,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2606.02747v1,included,2026-06,2026-06-01T18:12:16Z,2026-06-01T18:12:16Z,"[""answering_model""]","[""law_and_public_policy"", ""other""]","[""fixed_items""]","[""image"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.02754v1,included,2026-06,2026-06-01T18:20:27Z,2026-06-01T18:20:27Z,"[""answering_model""]","[""healthcare_biomedicine"", ""language_and_communication""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.02798v1,included,2026-06,2026-06-01T19:04:36Z,2026-06-01T19:04:36Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.02809v1,included,2026-06,2026-06-01T19:27:42Z,2026-06-01T19:27:42Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.02837v2,included,2026-06,2026-06-01T20:00:35Z,2026-09-03T12:32:13Z,"[""answering_model""]","[""language_and_communication"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.02991v1,included,2026-06,2026-06-02T00:59:06Z,2026-06-02T00:59:06Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03032v1,included,2026-06,2026-06-02T02:15:40Z,2026-06-02T02:15:40Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03057v1,included,2026-06,2026-06-02T02:45:41Z,2026-06-02T02:45:41Z,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03096v2,included,2026-06,2026-06-02T03:35:00Z,2026-06-11T03:04:55Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03103v1,included,2026-06,2026-06-02T03:42:34Z,2026-06-02T03:42:34Z,"[""agent_or_tool_system""]","[""other"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en"", ""zh""]"
arxiv:2606.03116v1,included,2026-06,2026-06-02T04:00:32Z,2026-06-02T04:00:32Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""audio"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2606.03144v1,included,2026-06,2026-06-02T04:40:25Z,2026-06-02T04:40:25Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03157v1,included,2026-06,2026-06-02T05:09:18Z,2026-06-02T05:09:18Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2606.03175v2,included,2026-06,2026-06-02T05:31:03Z,2026-06-03T03:34:51Z,"[""embodied_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03189v2,included,2026-06,2026-06-02T05:48:04Z,2026-06-03T18:53:30Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""multilingual_unspecified"", ""zh""]"
arxiv:2606.03203v1,included,2026-06,2026-06-02T06:02:35Z,2026-06-02T06:02:35Z,"[""agent_or_tool_system""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03220v1,included,2026-06,2026-06-02T06:29:40Z,2026-06-02T06:29:40Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""image"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.03271v1,included,2026-06,2026-06-02T07:36:50Z,2026-06-02T07:36:50Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""not_reported""]","[""llm_judge""]","[""en""]"
arxiv:2606.03273v2,included,2026-06,2026-06-02T07:37:23Z,2026-07-29T14:08:31Z,"[""agent_or_tool_system"", ""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03301v1,included,2026-06,2026-06-02T08:14:01Z,2026-06-02T08:14:01Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03303v2,included,2026-06,2026-06-02T08:16:42Z,2026-06-03T06:16:05Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03318v2,included,2026-06,2026-06-02T08:28:37Z,2026-06-03T03:19:48Z,"[""agent_or_tool_system""]","[""engineering"", ""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""other"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""structured_data"", ""text""]","[""generative_model""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.03331v1,included,2026-06,2026-06-02T08:40:47Z,2026-06-02T08:40:47Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""bn"", ""en""]"
arxiv:2606.03363v3,included,2026-06,2026-06-02T09:12:57Z,2026-07-14T11:38:45Z,"[""answering_model""]","[""finance_and_business"", ""other""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en"", ""zh""]"
arxiv:2606.03374v2,included,2026-06,2026-06-02T09:22:12Z,2026-06-22T08:23:44Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2606.03410v1,included,2026-06,2026-06-02T09:54:03Z,2026-06-02T09:54:03Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03416v1,included,2026-06,2026-06-02T10:00:59Z,2026-06-02T10:00:59Z,"[""agent_or_tool_system"", ""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.03544v1,included,2026-06,2026-06-02T12:08:38Z,2026-06-02T12:08:38Z,"[""agent_or_tool_system""]","[""finance_and_business"", ""general_or_cross_domain"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.03601v1,included,2026-06,2026-06-02T13:07:12Z,2026-06-02T13:07:12Z,"[""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""other_model_judge""]","[""en""]"
arxiv:2606.03603v2,included,2026-06,2026-06-02T13:07:49Z,2026-08-31T10:56:25Z,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03606v2,included,2026-06,2026-06-02T13:09:44Z,2026-06-03T12:40:36Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03626v1,included,2026-06,2026-06-02T13:25:05Z,2026-06-02T13:25:05Z,"[""answering_model""]","[""education"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""other_model_judge""]","[""en""]"
arxiv:2606.03629v1,included,2026-06,2026-06-02T13:28:17Z,2026-06-02T13:28:17Z,"[""agent_or_tool_system"", ""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03650v2,included,2026-06,2026-06-02T13:41:43Z,2026-06-04T10:01:47Z,"[""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""code"", ""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2606.03657v1,included,2026-06,2026-06-02T13:46:04Z,2026-06-02T13:46:04Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.03660v2,included,2026-06,2026-06-02T13:47:19Z,2026-06-03T14:05:21Z,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03693v1,included,2026-06,2026-06-02T14:14:27Z,2026-06-02T14:14:27Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en"", ""id""]"
arxiv:2606.03698v2,included,2026-06,2026-06-02T14:20:09Z,2026-07-21T05:51:38Z,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""natural_sciences""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03858v1,included,2026-06,2026-06-02T16:32:53Z,2026-06-02T16:32:53Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03883v1,included,2026-06,2026-06-02T16:49:19Z,2026-06-02T16:49:19Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03889v3,included,2026-06,2026-06-02T16:51:24Z,2026-08-28T05:22:45Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.03890v2,included,2026-06,2026-06-02T16:51:32Z,2026-08-26T16:49:32Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03907v1,included,2026-06,2026-06-02T17:01:28Z,2026-06-02T17:01:28Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2606.03918v1,included,2026-06,2026-06-02T17:11:56Z,2026-06-02T17:11:56Z,"[""agent_or_tool_system""]","[""finance_and_business""]","[""fixed_items""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.03920v1,included,2026-06,2026-06-02T17:12:05Z,2026-06-02T17:12:05Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.03988v3,included,2026-06,2026-06-02T17:59:17Z,2026-08-17T06:42:13Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04023v1,included,2026-06,2026-06-01T12:55:10Z,2026-06-01T12:55:10Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.04075v2,included,2026-06,2026-06-02T16:29:48Z,2026-06-18T13:14:32Z,"[""answering_model""]","[""education"", ""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""law_and_public_policy""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.04098v1,included,2026-06,2026-06-02T18:03:35Z,2026-06-02T18:03:35Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.04109v2,included,2026-06,2026-06-02T18:12:57Z,2026-06-08T04:40:12Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2606.04184v2,included,2026-06,2026-06-02T20:06:32Z,2026-06-15T07:53:28Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04202v1,included,2026-06,2026-06-02T20:40:04Z,2026-06-02T20:40:04Z,"[""embodied_system""]","[""general_or_cross_domain""]","[""interactive_loop"", ""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.04244v1,included,2026-06,2026-06-02T21:45:21Z,2026-06-02T21:45:21Z,"[""agent_or_tool_system"", ""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en"", ""fa""]"
arxiv:2606.04261v1,included,2026-06,2026-06-02T22:26:53Z,2026-06-02T22:26:53Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""image"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.04262v1,included,2026-06,2026-06-02T22:30:15Z,2026-06-02T22:30:15Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""human_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04282v1,included,2026-06,2026-06-02T23:14:46Z,2026-06-02T23:14:46Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""structured_data"", ""text"", ""video""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04389v1,included,2026-06,2026-06-03T03:09:10Z,2026-06-03T03:09:10Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""interactive_loop"", ""runtime_generated_items""]","[""text""]","[""generative_model""]","[""human_judge"", ""llm_judge"", ""reference_or_metric""]","[""unclear""]"
arxiv:2606.04394v1,included,2026-06,2026-06-03T03:17:26Z,2026-06-03T03:17:26Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.04425v2,included,2026-06,2026-06-03T04:14:17Z,2026-07-29T18:37:08Z,"[""agent_or_tool_system""]","[""cybersecurity"", ""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""not_reported""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.04442v1,included,2026-06,2026-06-03T04:44:50Z,2026-06-03T04:44:50Z,"[""answering_model""]","[""law_and_public_policy""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04455v1,included,2026-06,2026-06-03T04:58:17Z,2026-06-03T04:58:17Z,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04500v1,included,2026-06,2026-06-03T06:31:28Z,2026-06-03T06:31:28Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""runtime_generated_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04588v2,included,2026-06,2026-06-03T08:27:53Z,2026-08-23T10:58:00Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.04596v1,included,2026-06,2026-06-03T08:34:31Z,2026-06-03T08:34:31Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04660v1,included,2026-06,2026-06-03T09:37:25Z,2026-06-03T09:37:25Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04701v1,included,2026-06,2026-06-03T10:25:46Z,2026-06-03T10:25:46Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text"", ""video""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""zh""]"
arxiv:2606.04751v1,included,2026-06,2026-06-03T11:33:17Z,2026-06-03T11:33:17Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2606.04806v1,included,2026-06,2026-06-03T12:30:24Z,2026-06-03T12:30:24Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge""]","[""en""]"
arxiv:2606.04816v1,included,2026-06,2026-06-03T12:39:04Z,2026-06-03T12:39:04Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.04867v1,included,2026-06,2026-06-03T13:33:42Z,2026-06-03T13:33:42Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04874v2,included,2026-06,2026-06-03T13:37:47Z,2026-06-05T05:23:52Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en"", ""zh""]"
arxiv:2606.04911v1,included,2026-06,2026-06-03T14:06:52Z,2026-06-03T14:06:52Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04923v2,included,2026-06,2026-06-03T14:18:23Z,2026-08-12T03:06:52Z,"[""agent_or_tool_system"", ""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04970v1,included,2026-06,2026-06-03T14:52:03Z,2026-06-03T14:52:03Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.04986v1,included,2026-06,2026-06-03T15:07:12Z,2026-06-03T15:07:12Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.04987v2,included,2026-06,2026-06-03T15:08:46Z,2026-08-01T20:43:24Z,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05001v1,included,2026-06,2026-06-03T15:19:40Z,2026-06-03T15:19:40Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.05003v1,included,2026-06,2026-06-03T15:20:15Z,2026-06-03T15:20:15Z,"[""answering_model""]","[""engineering"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05008v1,included,2026-06,2026-06-03T15:28:57Z,2026-06-03T15:28:57Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05080v1,included,2026-06,2026-06-03T16:36:54Z,2026-06-03T16:36:54Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.05087v1,included,2026-06,2026-06-03T16:51:27Z,2026-06-03T16:51:27Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05104v2,included,2026-06,2026-06-03T17:06:49Z,2026-06-04T05:37:51Z,"[""agent_or_tool_system"", ""answering_model""]","[""education"", ""engineering"", ""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""law_and_public_policy"", ""natural_sciences"", ""other"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05112v1,included,2026-06,2026-06-03T17:17:16Z,2026-06-03T17:17:16Z,"[""agent_or_tool_system""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2606.05121v2,included,2026-06,2026-06-03T17:26:11Z,2026-08-21T09:52:44Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05170v1,included,2026-04,2026-04-15T09:22:46Z,2026-04-15T09:22:46Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""law_and_public_policy"", ""natural_sciences"", ""social_sciences_and_humanities"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""human_judge"", ""llm_judge""]","[""en""]"
arxiv:2606.05177v2,included,2026-04,2026-04-17T12:31:17Z,2026-08-17T11:30:19Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""image"", ""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2606.05183v3,included,2026-04,2026-04-19T01:26:18Z,2026-08-28T05:34:37Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2606.05238v2,included,2026-06,2026-06-03T04:59:34Z,2026-08-30T23:17:59Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.05249v1,included,2026-06,2026-06-03T12:48:53Z,2026-06-03T12:48:53Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.05330v1,included,2026-06,2026-06-03T18:17:20Z,2026-06-03T18:17:20Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""audio"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2606.05342v2,included,2026-06,2026-06-03T18:32:00Z,2026-06-05T17:19:56Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""audio"", ""image"", ""text"", ""video""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2606.05405v2,included,2026-06,2026-06-03T20:20:46Z,2026-06-11T10:09:39Z,"[""agent_or_tool_system""]","[""cybersecurity"", ""education"", ""engineering"", ""finance_and_business"", ""healthcare_biomedicine"", ""language_and_communication"", ""law_and_public_policy"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""social_sciences_and_humanities"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""audio"", ""code"", ""image"", ""structured_data"", ""text"", ""video""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2606.05409v3,included,2026-06,2026-06-03T20:23:12Z,2026-06-17T15:52:34Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2606.05445v1,included,2026-06,2026-06-03T21:08:06Z,2026-06-03T21:08:06Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
