document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2603.28569v1,2026-03,CirrusBench: Evaluating LLM-based Agents Beyond Correctness in Real-World Cloud Service Environments,included,"[""answering_model"", ""agent_or_tool_system""]","[""finance_and_business"", ""other""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2603.28590v3,2026-03,MonitorBench: A Comprehensive Benchmark for Chain-of-Thought Monitorability in Large Language Models,included,"[""answering_model"", ""agent_or_tool_system""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""law_and_public_policy"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""engineering"", ""software_and_coding"", ""cybersecurity"", ""finance_and_business"", ""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2603.28651v1,2026-03,"Not Search, But Scan: Benchmarking MLLMs on Scan-Oriented Academic Paper Reasoning",included,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""text"", ""image""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2603.28662v1,2026-03,AMIGO: Agentic Multi-Image Grounding Oracle Benchmark,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2603.28902v2,2026-03,ChartDiff: A Large-Scale Benchmark for Comprehending Pairs of Charts,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2603.29020v1,2026-03,Emergence WebVoyager: Toward Consistent and Transparent Evaluation of (Web) Agents in The Wild,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""runtime_generated_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world"", ""program_or_simulation""]","[""human_judge""]","[""en""]"
arxiv:2603.29025v3,2026-03,The Model Says Walk: How Surface Heuristics Override Implicit Constraints in LLM Reasoning,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2603.29088v2,2026-03,WybeCoder: Verified Imperative Code Generation,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""unclear""]"
arxiv:2603.29112v1,2026-03,GISTBench: Evaluating LLM User Understanding via Evidence-Based Interest Verification,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2603.29139v4,2026-03,SciVisAgentBench: A Benchmark for Evaluating Scientific Data Analysis and Visualization Agents,included,"[""agent_or_tool_system"", ""answering_model""]","[""natural_sciences"", ""healthcare_biomedicine"", ""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""code""]","[""human_or_real_world""]","[""llm_judge"", ""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2603.29199v1,2026-03,"AEC-Bench: A Multimodal Benchmark for Agentic Systems in Architecture, Engineering, and Construction",included,"[""agent_or_tool_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2603.29231v1,2026-03,Beyond pass@1: A Reliability Science Framework for Long-Horizon LLM Agents,included,"[""agent_or_tool_system""]","[""software_and_coding"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2603.29247v3,2026-03,MemRerank: Preference Memory for Personalized Product Reranking,included,"[""answering_model""]","[""finance_and_business""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2603.29263v1,2026-03,Audio Hallucination Attacks: Probing the Reliability of Large Audio Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2603.29318v1,2026-03,PSPA-Bench: A Personalized Benchmark for Smartphone GUI Agent,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2603.29353v3,2026-03,Nomad: Autonomous Exploration and Discovery,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""software_and_coding""]","[""runtime_generated_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2603.29373v1,2026-03,Beyond Idealized Patients: Evaluating LLMs under Challenging Patient Behaviors in Medical Consultations,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""human_judge""]","[""en"", ""zh""]"
arxiv:2603.29399v2,2026-03,ELT-Bench-Verified: Benchmark Quality Issues Underestimate AI Agent Capabilities,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2603.29517v1,2026-03,LLM Probe: Evaluating LLMs for Low-Resource Languages,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""ti""]"
arxiv:2603.29602v1,2026-02,IMAGAgent: Orchestrating Multi-Turn Image Editing via Constraint-Aware Planning and Reflection,excluded,null,null,null,null,null,null,null
arxiv:2603.29616v2,2026-03,Video-Oasis: Rethinking Evaluation of Video Understanding,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2603.29656v1,2026-03,"6GAgentGym: Tool Use, Data Synthesis, and Agentic Learning for Network Management",included,"[""agent_or_tool_system""]","[""engineering"", ""other""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""program_or_simulation"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2603.29741v1,2026-03,BotVerse: Real-Time Event-Driven Simulation of Social Agents,excluded,null,null,null,null,null,null,null
arxiv:2603.29846v1,2026-03,SNEAK: Evaluating Strategic Communication and Information Leakage in Large Language Models,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2603.29852v2,2026-02,"VectorGym: A Multi-Task Benchmark for SVG Code Generation, Sketching and Editing",included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""image"", ""code""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2603.29902v2,2026-03,ATP-Bench: Towards Agentic Tool Planning for MLLM Interleaved Generation,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2603.29943v2,2026-03,Diagnosing Long-Video Quantitative Reasoning in Multimodal LLMs via Enumeration and Counting,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2603.29962v4,2026-03,SurgTEMP: Temporal-Aware Surgical Video Question Answering with Text-guided Visual Memory for Laparoscopic Cholecystectomy,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2603.30038v1,2026-03,Benchmarking PhD-Level Coding in 3D Geometric Computer Vision,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00002v1,2026-03,Benchmark for Assessing Olfactory Perception of Large Language Models,included,"[""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""fr"", ""es"", ""ru"", ""de"", ""it"", ""pt"", ""tr"", ""ar"", ""arz"", ""ko"", ""zh"", ""sw"", ""fa"", ""uk"", ""hi"", ""sv"", ""ja"", ""pl"", ""bn"", ""el""]"
arxiv:2604.00009v1,2026-03,"Eyla: Toward an Identity-Anchored LLM Architecture with Integrated Biological Priors -- Vision, Implementation Attempt, and Lessons from AI-Assisted Development",semantic_unresolved,null,null,null,null,null,null,null
arxiv:2604.00014v1,2026-03,Disentangling Prompt Element Level Risk Factors for Hallucinations and Omissions in Mental Health LLM Responses,semantic_unresolved,null,null,null,null,null,null,null
arxiv:2604.00015v1,2026-03,ASCAT: An Arabic Scientific Corpus and Benchmark for Advanced Translation Evaluation,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""ar""]"
arxiv:2604.00019v1,2026-03,The Chronicles of RiDiC: Generating Datasets with Controlled Popularity Distribution for Long-form Factuality Evaluation,included,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""engineering""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2604.00024v2,2026-03,WHBench: Evaluating Frontier LLMs with Expert-in-the-Loop Validation on Women's Health Topics,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2604.00075v1,2026-03,Large Language Models for Variant-Centric Functional Evidence Mining,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.00149v2,2026-03,Towards Verifiable and Self-Correcting AI Physicists for Quantum Many-Body Simulations,included,"[""answering_model""]","[""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00267v1,2026-03,Omni-MMSI: Toward Identity-attributed Social Interaction Understanding,included,"[""answering_model""]","[""social_sciences_and_humanities"", ""language_and_communication""]","[""fixed_items""]","[""text"", ""image"", ""video"", ""audio""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2604.00270v4,2026-03,OmniSch: A Multimodal PCB Schematic Benchmark For Structured Diagram Visual Reasoning,included,"[""answering_model"", ""agent_or_tool_system""]","[""engineering""]","[""fixed_items""]","[""image"", ""text"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.00284v1,2026-03,Improvisational Games as a Benchmark for Social Intelligence of AI Agents: The Case of Connections,included,"[""agent_or_tool_system""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""interactive_loop""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00324v1,2026-03,The Persistent Vulnerability of Aligned AI Systems,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2604.00392v2,2026-04,Beyond Task Completion: A Verification-vs.-Conformance Gap in Tool-Evolving Agents,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00547v2,2026-04,Does Unification Come at a Cost? Uni-SafeBench: A Safety Benchmark for Unified Multimodal Large Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2604.00568v1,2026-04,A Japanese Benchmark for Evaluating Social Bias in Reasoning Based on Attribution Theory,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""ja""]"
arxiv:2604.00677v1,2026-04,CL-VISTA: Benchmarking Continual Learning in Video Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""engineering""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2604.00767v2,2026-04,ActivityNarrated: An Open-Ended Narrative Paradigm for Wearable Human Activity Understanding,excluded,null,null,null,null,null,null,null
arxiv:2604.00788v1,2026-04,UK AISI Alignment Evaluation Case-Study,semantic_unresolved,null,null,null,null,null,null,null
arxiv:2604.00799v2,2026-04,Multimodal Language Models Cannot Spot Spatial Inconsistencies,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""program_or_simulation"", ""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.00818v1,2026-04,Misconception Acquisition Dynamics in Large Language Models,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""education""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""unclear""]"
arxiv:2604.00819v2,2026-04,Emotion Entanglement and Bayesian Inference for Multi-Dimensional Emotion Understanding,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.00842v1,2026-04,Proactive Agent Research Environment: Simulating Active Users to Evaluate Proactive Assistants,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""generative_model"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00892v1,2026-04,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.00909v2,2026-04,JAMMEval: A Refined Collection of Japanese Benchmarks for Reliable VLM Evaluation,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""ja""]"
arxiv:2604.00986v2,2026-04,Do Phone-Use Agents Respect Your Privacy?,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01108v1,2026-04,Adversarial Moral Stress Testing of Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""runtime_generated_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2604.01113v2,2026-04,CARE: Privacy-Compliant Agentic Reasoning with Evidence Discordance,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""structured_data""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01128v1,2026-04,Paper Reconstruction Evaluation: Evaluating Presentation and Hallucination in AI-written Papers,included,"[""answering_model""]","[""language_and_communication"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2604.01212v1,2026-04,$\texttt{YC-Bench}$: Benchmarking AI Agents for Long-Term Planning and Consistent Execution,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""finance_and_business""]","[""runtime_generated_items"", ""interactive_loop""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01221v1,2026-04,HippoCamp: Benchmarking Contextual Agents on Personal Computers,included,"[""answering_model"", ""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image"", ""video"", ""audio"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2604.01226v1,2026-03,DOne: Decoupling Structure and Rendering for High-Fidelity Design-to-Code Generation,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""image"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2604.01259v1,2026-04,Bench2Drive-VL: Benchmarks for Closed-Loop Autonomous Driving with Vision-Language Models,included,"[""answering_model"", ""embodied_system""]","[""engineering""]","[""runtime_generated_items"", ""interactive_loop""]","[""image"", ""text""]","[""program_or_simulation""]","[""llm_judge"", ""execution_or_environment""]","[""en""]"
arxiv:2604.01268v1,2026-04,The Overlooked Repetitive Lengthening Form in Sentiment Analysis,excluded,null,null,null,null,null,null,null
arxiv:2604.01298v1,2026-04,Forecasting Supply Chain Disruptions with Foresight Learning,included,"[""answering_model""]","[""finance_and_business""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01306v3,2026-04,M2-Verify: A Large-Scale Multidomain Benchmark for Checking Multimodal Claim Consistency,excluded,null,null,null,null,null,null,null
arxiv:2604.01350v1,2026-04,No Attacker Needed: Unintentional Cross-User Contamination in Shared-State LLM Agents,included,"[""agent_or_tool_system"", ""answering_model""]","[""healthcare_biomedicine"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.01366v1,2026-04,CogBias: Measuring and Mitigating Cognitive Bias in Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01438v2,2026-04,"ClawSafety: ""Safe"" LLMs, Unsafe Agents",included,"[""agent_or_tool_system""]","[""cybersecurity"", ""software_and_coding"", ""finance_and_business"", ""healthcare_biomedicine"", ""law_and_public_policy""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01444v2,2026-04,Cooking Up Risks: Benchmarking and Reducing Food Safety Risks in Large Language Models,included,"[""answering_model""]","[""healthcare_biomedicine"", ""other""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01487v2,2026-04,AgentSocialBench: Evaluating Privacy Risks in Human-Centered Agentic Social Networks,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2604.01508v1,2026-04,ToolMisuseBench: An Offline Deterministic Benchmark for Tool Misuse and Recovery in Agentic Systems,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01518v2,2026-04,Probe to Generate: Program Variant-Guided Test Augmentation for Repository-Level Repair Benchmarks,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01527v4,2026-04,REAP: Automatic Curation of Coding Agent Benchmarks from Interactive Production Usage,excluded,null,null,null,null,null,null,null
arxiv:2604.01532v3,2026-04,"PHMForge: Evaluating LLM Agents on Industrial Prognostics through MCP-Native, Algorithm-Grounded Tools",included,"[""agent_or_tool_system""]","[""engineering""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01569v1,2026-04,VideoZeroBench: Probing the Limits of Video MLLMs with Spatio-Temporal Evidence Verification,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video"", ""audio""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2604.01576v1,2026-04,Care-Conditioned Neuromodulation for Autonomy-Preserving Supportive Dialogue Agents,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""other_model_judge""]","[""en""]"
arxiv:2604.01588v1,2026-04,NED-Tree: Bridging the Semantic Gap with Nonlinear Element Decomposition Tree for LLM Nonlinear Optimization Modeling,included,"[""answering_model""]","[""software_and_coding"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01610v1,2026-04,GraphWalk: Enabling Reasoning in Large Language Models through Tool-Based Graph Navigation,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""runtime_generated_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01754v1,2026-04,LiveMathematicianBench: A Live Benchmark for Mathematician-Level Reasoning with Proof Sketches,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01764v1,2026-04,Hidden Meanings in Plain Sight: RebusBench for Evaluating Cognitive Visual Reasoning,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.01851v1,2026-04,Can Large Language Models Model Programs Formally?,included,"[""answering_model""]","[""software_and_coding"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.01925v2,2026-04,ImplicitBBQ: Benchmarking Implicit Bias in Large Language Models through Characteristic Based Cues,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.01941v1,2026-04,Captioning Daily Activity Images in Early Childhood Education: Benchmark and Algorithm,included,"[""answering_model""]","[""education"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""zh""]"
arxiv:2604.01966v1,2026-04,Ego-Grounding for Personalized Question-Answering in Egocentric Videos,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""video"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2604.01988v1,2026-04,"SenseMath: Do LLMs Have Number Sense? Evaluating Shortcut Use, Judgment, and Generation",included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric"", ""llm_judge"", ""execution_or_environment""]","[""en""]"
arxiv:2604.02020v1,2026-04,Are VLMs Lost Between Sky and Space? LinkS$^2$Bench for UAV-Satellite Dynamic Cross-View Spatial Intelligence,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image"", ""video""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02022v4,2026-04,ATBench: A Diverse and Realistic Agent Trajectory Benchmark for Safety Evaluation and Diagnosis,included,"[""answering_model""]","[""general_or_cross_domain"", ""cybersecurity""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02118v2,2026-04,TSQueryBench: LLM-as-a-Judge for Time Series Explanations,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""program_or_simulation""]","[""reference_or_metric"", ""human_judge""]","[""en""]"
arxiv:2604.02135v1,2026-04,GaelEval: Benchmarking LLM Performance for Scottish Gaelic,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""gd"", ""en""]"
arxiv:2604.02145v1,2026-04,MTI: A Behavior-Based Temperament Profiling System for AI Agents,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02174v2,2026-04,Quantifying Self-Preservation Bias in Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02241v2,2026-04,UAV-Track VLA: Embodied Aerial Tracking via Vision-Language-Action Models,included,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2604.02346v1,2026-02,DrugPlayGround: Benchmarking Large Language Models and Embeddings for Drug Discovery,included,"[""answering_model""]","[""healthcare_biomedicine"", ""natural_sciences""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02368v4,2026-03,Xpertbench: Expert Level Tasks with Rubrics-Based Evaluation,included,"[""answering_model""]","[""finance_and_business"", ""law_and_public_policy"", ""healthcare_biomedicine"", ""education"", ""engineering"", ""natural_sciences"", ""software_and_coding"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""llm_judge""]","[""en"", ""zh""]"
arxiv:2604.02382v2,2026-04,Interactive Clarification for Cloud Infrastructure-as-Code Synthesis,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2604.02557v1,2026-04,Pragmatics Meets Culture: Culturally-adapted Artwork Description Generation and Evaluation,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2604.02580v1,2026-04,VoxelCodeBench: Benchmarking 3D World Modeling Through Code Generation,included,"[""answering_model""]","[""software_and_coding"", ""other""]","[""fixed_items""]","[""text"", ""code"", ""image""]","[""human_or_real_world""]","[""human_judge"", ""execution_or_environment""]","[""en""]"
